label,subject,body
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
